Beruf,Berufsgruppe,Konfidenz
Bergn.,sonstige,auto
Bergobersekr.,sonstige,auto
Bergobersekr. a. D.,sonstige,auto
Bergobersekr. i. R.,sonstige,auto
Bergprakt.,sonstige,auto
Bergpraktikant,sonstige,auto
Bergrat,sonstige,auto
Bergrat i. R.,sonstige,auto
"Bergrat, Major a. D.",sonstige,auto
Bergrev. Inspektor,verwaltung,auto
Bergrevier Ober Inspektor,verwaltung,auto
Bergrevier-Ob. Inspektor,verwaltung,auto
Bergrevierinspekt.,sonstige,auto
Bergschädenregulierer,sonstige,auto
Bergschül.,sonstige,auto
Bergschüler,sonstige,auto
Bergtagelöhner,bergbau,auto
Bergwerks Beamter,bergbau,auto
Bergwerks Beamter a. D.,bergbau,auto
Bergwerks Direktor,bergbau,auto
Bergwerks Direktor a. D.,bergbau,auto
Bergwerks Drekt.,bergbau,auto
Bergwerks Inspektor,bergbau,auto
Bergwerks Lokomotive Führer,bergbau,auto
Bergwerks Unternehmer,bergbau,auto
Bergwerks Unternehmung,bergbau,auto
"Bergwerks u. Industriebed., Tuchverk., Vertreter, Wolle",bergbau,auto
Bergwerksbeamt.,bergbau,auto
Bergwerksbed.,bergbau,auto
Bergwerksbedarf,bergbau,auto
Bergwerksdir. a. D.,bergbau,auto
Bergwerksdirekt.,bergbau,auto
Bergwerksdirekt. a. D.,bergbau,auto
Bergwerksdirekt. i. R.,bergbau,auto
Bergwerksdirektor,bergbau,auto
Bergwerksprokurist,bergbau,auto
Bergwerksunternehm.,bergbau,auto
Bergwerksunternehm. a. D.,bergbau,auto
Berhm.,sonstige,auto
Berichterstatt.,akademisch,auto
Berichterstatter,akademisch,auto
"Bernh., Fabrikarbeiter",industrie,auto
"Bernhard, Billardzentrale, Drechslermeister",industrie,auto
"Bernhard, Spirituosen",gastro,auto
Berta Schulze,sonstige,auto
Bertr. Assistent,sonstige,auto
Bertriebsleiter,sonstige,auto
Berufs-Schuldirekt.,sonstige,auto
Berufsberaterin,sonstige,auto
Berufsfeuerwehrm.,sonstige,auto
Berufsgen. Beamter,verwaltung,auto
Berufsschul-Fachvorsteher,sonstige,auto
Berufsschuldirekt.,sonstige,auto
Beschließerin,sonstige,auto
Besteckeinrichtungen,sonstige,auto
Bestrahlungsinstitut,sonstige,auto
Beton-Polier,industrie,auto
Betonarb.,sonstige,auto
Betonfacharb.,sonstige,auto
Betonmstr.,sonstige,auto
Betonpol.,sonstige,auto
Betonpolier,sonstige,auto
Betonsteinsetzer,industrie,auto
Betonwr.,sonstige,auto
Betr.-Arb.,sonstige,auto
Betriebs Angestellter,verwaltung,auto
Betriebs Arbeiter,industrie,auto
Betriebs Asist.,sonstige,auto
Betriebs Aspirant,sonstige,auto
Betriebs Assis.,sonstige,auto
Betriebs Assistent,sonstige,auto
Betriebs Assistent a. D.,sonstige,auto
Betriebs Assistent.,sonstige,auto
Betriebs Assistentin,sonstige,auto
Betriebs Assistin.,sonstige,auto
Betriebs Assistin. i. R.,sonstige,auto
Betriebs Aufseher,industrie,auto
Betriebs Beamter,verwaltung,auto
Betriebs Buchhalter,verwaltung,auto
Betriebs Chef,sonstige,auto
Betriebs Direktor,verwaltung,auto
Betriebs Disponent,sonstige,auto
Betriebs Führer,sonstige,auto
Betriebs Führer a. D.,sonstige,auto
Betriebs Führer i. R.,sonstige,auto
Betriebs Ingenieur,akademisch,auto
Betriebs Inspektor,verwaltung,auto
Betriebs Inspektor a. D.,verwaltung,auto
Betriebs Kasseninspekt. i. R.,sonstige,auto
Betriebs Leit,sonstige,auto
Betriebs Leiter,sonstige,auto
Betriebs Leiter a. D.,sonstige,auto
Betriebs Leitrin.,sonstige,auto
Betriebs Ober Ingenieur,akademisch,auto
Betriebs Ober Werkmeister,industrie,auto
Betriebs Schreiber,sonstige,auto
Betriebs Sekretär,verwaltung,auto
Betriebs Techniker,industrie,auto
Betriebs Techniker a. D.,industrie,auto
Betriebs Verwaltungs i. R.,verwaltung,auto
Betriebs Werkführer,industrie,auto
Betriebs-Leit.,sonstige,auto
Betriebsarb.,sonstige,auto
Betriebsassess.,sonstige,auto
Betriebsassist.,sonstige,auto
Betriebsassist. a. D.,sonstige,auto
Betriebsassst.,sonstige,auto
Betriebsaufseh.,sonstige,auto
Betriebsaufseh. a. D.,sonstige,auto
Betriebsbeamt.,sonstige,auto
Betriebsbeamt. a. D.,sonstige,auto
Betriebsbeamt. i. R.,sonstige,auto
Betriebsbeamter a. D.,sonstige,auto
Betriebschef,sonstige,auto
Betriebsdirekt.,sonstige,auto
Betriebsdirektor,bildung,auto
Betriebsführer,industrie,auto
Betriebsführer a. D.,industrie,auto
Betriebsführer i. R.,industrie,auto
Betriebsing.,sonstige,auto
Betriebsingen.,sonstige,auto
Betriebsinspekt.,sonstige,auto
Betriebsleit,sonstige,auto
Betriebsleiter,verwaltung,auto
Betriebsleiter a. D.,verwaltung,auto
Betriebsleitrin,sonstige,auto
Betriebsmstr.,sonstige,auto
Betriebssekr.,sonstige,auto
Betriebstechn.,sonstige,auto
Betriebstechnik.,sonstige,auto
"Betriebsunternehmungen feuerfester Produkte, Kokereibedarf, technischer Artikel",bergbau,auto
Betriebsverwalt.,sonstige,auto
Betriebsvorst.,sonstige,auto
Betriebsvorsteh. a. D.,sonstige,auto
Betriebswerber,sonstige,auto
Betriebswerkmstr.,sonstige,auto
Betriebswissenschaftl. Berater,sonstige,auto
Betriebswärt. a. D.,sonstige,auto
Bettenhaus,sonstige,auto
Bevollmächtigt.,sonstige,auto
Bevollmächtigter,sonstige,auto
Bewachungsges.,sonstige,auto
Bewrgm.,sonstige,auto
Bezieherwerber,sonstige,auto
Bezirkdirekt.,sonstige,auto
Bezirks Direktion,sonstige,auto
Bezirks Direktor,verwaltung,auto
Bezirks Fürsorgerin,sozial,auto
Bezirks Leiter,sonstige,auto
Bezirks Obmann,sonstige,auto
Bezirks Schornsteinfegermeister,industrie,auto
Bezirks Schuldirekt.,sonstige,auto
Bezirks Stellenleit.,sonstige,auto
"Bezirks, Schornsteinfegermeister",industrie,auto
Bezirks-Schornsteinfegermstr.,sonstige,auto
Bezirksdirekt.,sonstige,auto
Bezirksdirekt. der Allianz und Stuttgarter Lebens Versicherungs,sonstige,auto
Bezirksgeschäftsführ.,sonstige,auto
Bezirksinspekt.,sonstige,auto
Bezirksleit.,sonstige,auto
Bezirksleiter,sonstige,auto
Bezirksleiterin,sonstige,auto
Bezirksschornsteinfegermstr.,sonstige,auto
Bezirksvertreter,sonstige,auto
Beüfettier,sonstige,auto
Bibliothek-Ob.-Sekr.,sonstige,auto
Bibliothek.,sonstige,auto
Bibliothekar,sonstige,auto
Bibliothekar Inspektorin,sonstige,auto
Bibliothekarin,sonstige,auto
Bibliothekinspekt.,sonstige,auto
Bibliotheks Inspektorin,sonstige,auto
Bibliotheksbeamt.,sonstige,auto
Bibliothekssekrin. i. R.,sonstige,auto
Bieger,sonstige,auto
Bier- u. Zigarrengroßhdlg.,sonstige,auto
Bierbrauer,sonstige,auto
Bierfahr.,sonstige,auto
Bierfahrer,sonstige,auto
Biergroßhdlg.,sonstige,auto
Bierhdl.,sonstige,auto
Bierhdl. u. Mineralwasserfarik,sonstige,auto
Bierhdlg.,sonstige,auto
Bierhdlrin,sonstige,auto
Bierkutscher,sonstige,auto
Bierleitungs-Rein.-Gesch.,sonstige,auto
Bierverl.,sonstige,auto
Bierverlag,sonstige,auto
Bierverleg.,sonstige,auto
Bierverleger,sonstige,auto
Biervertr.,sonstige,auto
Bilanzbuchhalter,sonstige,auto
Bildberichterstatter,akademisch,auto
Bildereinrahm.,sonstige,auto
Bildereinrahmer,sonstige,auto
Bildervertr.,sonstige,auto
Bildhauer,sonstige,auto
Bildhauerei,sonstige,auto
Bildhauergeh.,sonstige,auto
Bildhauermstr.,sonstige,auto
Billardmstr.,sonstige,auto
Bismarckstraße,sonstige,auto
Blechrichter,akademisch,auto
Blechschmied,sonstige,auto
Blechwarenfabrik,sonstige,auto
Blechwrfabrik,sonstige,auto
Blechwrfabrk.,sonstige,auto
Bleiglaser,industrie,auto
Bleilöt.,sonstige,auto
Bleilöter,sonstige,auto
Blindenwerkstatt,sonstige,auto
Blindenwerkstätte,sonstige,auto
Blitzableiter,sonstige,auto
Blockhobler,sonstige,auto
Blockspanner,sonstige,auto
Blockverlad.,sonstige,auto
Blumen,sonstige,auto
Blumengeschäft,handel,auto
Blumengroßhdlg.,sonstige,auto
Blumenhandl.,sonstige,auto
Blumenhandlung,handel,auto
Blumenhaus,sonstige,auto
Blumenhdl.,sonstige,auto
Blumenmanufakt.,sonstige,auto
Bohnerwachs- u. Seifenfabrik,sonstige,auto
Bohnerwachsvertr.,sonstige,auto
Bohr.,sonstige,auto
Bohrer,industrie,auto
Bohrmstr.,sonstige,auto
Bolzenpresser,sonstige,auto
Bonbonkocher,sonstige,auto
Bonbonkocherei,sonstige,auto
Bootsbau,sonstige,auto
Bootsbauer,sonstige,auto
Bootslagerung,sonstige,auto
Bootsmann,sonstige,auto
Bootsmstr.,sonstige,auto
Bootswart,sonstige,auto
Bootswart a. D.,sonstige,auto
Bootswärter,sonstige,auto
Bote,verkehr,auto
Botenmstr.,sonstige,auto
Botin,sonstige,auto
Branddirekt.,sonstige,auto
Brandmeister,industrie,auto
Brandmeister a. D.,industrie,auto
Branntweinhdl.,sonstige,auto
Brauer,gastro,auto
Brauerei,sonstige,auto
Brauereiangestellt.,sonstige,auto
Brauereiarb.,sonstige,auto
Brauereibes.,sonstige,auto
Brauereibesitzerin,sonstige,auto
Brauereidirekt.,sonstige,auto
Brauereidirekt. a. D.,sonstige,auto
Brauereigeh.,sonstige,auto
Brauereiinspekt.,sonstige,auto
Brauereireisende,sonstige,auto
Brauereivertr.,sonstige,auto
Brauereivertreter,sonstige,auto
Brauereivertretg.,sonstige,auto
Brauermstr.,sonstige,auto
Braumeister,industrie,auto
Braumstr.,sonstige,auto
Braumstr. a. D.,sonstige,auto
Braumstrww.,sonstige,auto
Breifmarken-Spezialhandlung,sonstige,auto
Bremser,sonstige,auto
Brenner,sonstige,auto
Brennermstr.,sonstige,auto
Brennmstr.,sonstige,auto
Briefmarkengroßhdlg.,sonstige,auto
Briefträger,sonstige,auto
Briefumschlaglager,sonstige,auto
Brikettarb.,sonstige,auto
Brikettmeister,bergbau,auto
Brikettmeister a. D.,bergbau,auto
Bristolstuben,sonstige,auto
Brot-Niederlage,sonstige,auto
Brotf.,sonstige,auto
Brotfabrik,sonstige,auto
Brotfabrk.,sonstige,auto
Brotfahr.,sonstige,auto
Brotfahrer,sonstige,auto
Brotgroßvertrieb,sonstige,auto
Brothandlung,sonstige,auto
Brothdl.,sonstige,auto
Brothdler.,sonstige,auto
Brothdlg.,sonstige,auto
Brotkutscher,sonstige,auto
Brotlader,sonstige,auto
Brotverk.,sonstige,auto
Brotverkauf,sonstige,auto
Brotvertr.,sonstige,auto
Brotvertrieb,sonstige,auto
Brotwaren,sonstige,auto
Bruchdruckereibes.,sonstige,auto
Bruchmstr.,sonstige,auto
Bruder-Vorsteh.,sonstige,auto
Brämerm.,sonstige,auto
Brückenaufs.,sonstige,auto
Brückenaufseher,industrie,auto
Brückenaufseher a. D.,industrie,auto
Brückenbauer,sonstige,auto
Brückengelderheber,sonstige,auto
Brückenkontroll.,sonstige,auto
Brückenkontrolleur,verwaltung,auto
Btr.-Assist.,sonstige,auto
Buch- u. Steindruckerei,sonstige,auto
Buchbindemeisterin,industrie,auto
Buchbindemstr.,industrie,auto
Buchbinder,industrie,auto
Buchbinderei,industrie,auto
"Buchbinderei, Prinz-Wilhelm-Damm 17",industrie,auto
Buchbindermeister,industrie,auto
Buchbindermeister a. D.,industrie,auto
Buchd.,sonstige,auto
Buchdr.,sonstige,auto
Buchdr. Faktor,sonstige,auto
Buchdruck,sonstige,auto
Buchdrucker,industrie,auto
"Buchdrucker, Buchbinder, Bürobedarf",industrie,auto
Buchdruckerei,industrie,auto
Buchdruckerei u. Buchbinderei,industrie,auto
Buchdruckerei-Besitzer,industrie,auto
Buchdruckerei-Faktor,industrie,auto
Buchdruckereiarb.,industrie,auto
Buchdruckereifaktor,industrie,auto
Buchdruckermeister,industrie,auto
Buchdruckmaschinenmstr.,sonstige,auto
Buchführ.,sonstige,auto
Buchh.,sonstige,auto
Buchh. Leiter,sonstige,auto
Buchhalter,verwaltung,auto
"Buchhalter, Steeler Str",verwaltung,auto
Buchhaltereivorsteh.,sonstige,auto
Buchhalterin,sonstige,auto
Buchhaltgschef,sonstige,auto
Buchhaltrin,sonstige,auto
Buchhaltrin.,sonstige,auto
Buchhaltungsvorsteher,sonstige,auto
Buchhandel,sonstige,auto
Buchhandlg.,sonstige,auto
Buchhandlg. u. Postkartenverlag,sonstige,auto
Buchhandlung,handel,auto
Buchhandlung Gehilfe,handel,auto
Buchhandlung u. Papierhaus,handel,auto
Buchhdlerin.,sonstige,auto
Buchhdlgs. Gehilfe,sonstige,auto
Buchhdlgsgeh.,sonstige,auto
Buchhdlrin.,sonstige,auto
Buchhändler,handel,auto
Buchhändlerin,handel,auto
Buchmach.,sonstige,auto
Buchmacher,sonstige,auto
Buchmachergeh.,sonstige,auto
Buchmgeh.,sonstige,auto
Buchmstr.,sonstige,auto
Buchverleih,sonstige,auto
Buchversand,sonstige,auto
Buckdrucker,sonstige,auto
Bufettier,sonstige,auto
"Burgwallbronn, Burgwall-Café, Viktoria-Theater u. Essener Tonhalle",sonstige,auto
Buttergroßhdlg.,sonstige,auto
Butterhdl.,sonstige,auto
Butterhdlg.,sonstige,auto
Buttervertrieb,sonstige,auto
Bäck.,sonstige,auto
Bäcker,gastro,auto
Bäckerbed. Vertreter,handel,auto
Bäckerei,gastro,auto
Bäckerei u. Konditoreibedarfsartikel,gastro,auto
"Bäckerei, Frankenstr. 155",gastro,auto
Bäckerei- u. Konditorei-Bedarfsart. Großhandlung,handel,auto
Bäckerei-Bed.,gastro,auto
Bäckereibedarf,gastro,auto
Bäckereibes.,gastro,auto
Bäckereibetr.,gastro,auto
Bäckereimasch. Vertreter,handel,auto
"Bäckereimasch., Vertreter",handel,auto
Bäckergeh.,sonstige,auto
Bäckermeister,industrie,auto
Bäckermeister a. D.,industrie,auto
Bäckermeister i. R.,industrie,auto
"Bäckermeister, Conditorei u. Cafe",industrie,auto
Bäckermestr.,sonstige,auto
Bäckermstr,sonstige,auto
Bäckermstrww.,sonstige,auto
Bäckerww.,sonstige,auto
Bäderei,sonstige,auto
Börsengaragen,sonstige,auto
Böttcher,sonstige,auto
Böttchermstr.,sonstige,auto
"Bücher, Zeitschriften und Bürobedarf",sonstige,auto
Büchereidirekt.,sonstige,auto
Bücherrev.,sonstige,auto
Bücherrevisor,verwaltung,auto
Bücherrevisor u. Steuerberater,verwaltung,auto
Bücherrevisor u. Steuersachverständiger,verwaltung,auto
"Bücherrevisor, Wirtschaftsprüfer. Steuerberater",akademisch,auto
Büchsenm.,sonstige,auto
Büfettfrl.,sonstige,auto
Büfettier,sonstige,auto
Büffetier,sonstige,auto
Büffettier,sonstige,auto
Bügelanst.,sonstige,auto
Bügelmstr.,sonstige,auto
Bügler,sonstige,auto
Büglerei,sonstige,auto
Büglerin,sonstige,auto
Bühnenangest.,sonstige,auto
Bühnenarb.,sonstige,auto
Bühnendekorateur,industrie,auto
Bühnenmal.,sonstige,auto
Bühnenmaler,sonstige,auto
Bühnenmstr.,sonstige,auto
Bündler,sonstige,auto
Bürgermeister,industrie,auto
Bürgermeister a. D.,industrie,auto
Bürgermeister i. R.,industrie,auto
Bürgermeister u. Beigeordneter,industrie,auto
Büro Ober Inspektor,verwaltung,auto
Büro-Angest.,sonstige,auto
Büroang.,sonstige,auto
Büroangestellt.,sonstige,auto
Büroangestellte,verwaltung,auto
Büroangestellter,verwaltung,auto
Büroangst.,sonstige,auto
Büroarb.,sonstige,auto
Büroartikel,sonstige,auto
Büroassistent,verwaltung,auto
Büroassistin.,sonstige,auto
Bürob.,sonstige,auto
Bürobeamt,sonstige,auto
Bürobeamt a. D.,sonstige,auto
Bürobeamtenww.,sonstige,auto
Bürobeamter,verwaltung,auto
Bürobeamter a. D.,verwaltung,auto
Bürobeamter i. R.,verwaltung,auto
Bürobeamtin,verwaltung,auto
Bürobedarf,sonstige,auto
Bürobote,sonstige,auto
Bürochef,sonstige,auto
Bürodiener,verwaltung,auto
Bürodiener a. D.,verwaltung,auto
Bürodirekt.,sonstige,auto
Bürodirekt. a. D.,sonstige,auto
Büroeinrichtungen,sonstige,auto
Bürogehilfe,verwaltung,auto
Bürogehilfe a. D.,verwaltung,auto
Bürogehilfin,sonstige,auto
Büroinspektor,verwaltung,auto
Büroinspektor a. D.,verwaltung,auto
Büroinspektor i. R.,verwaltung,auto
Büroleit.,sonstige,auto
Büromasch.,sonstige,auto
Büromaschin.,sonstige,auto
Büromaschinen,sonstige,auto
Büromaschinen Torpedo usw.,sonstige,auto
Büromaschinen u. Sachverständiger,sonstige,auto
Büromaschinenrep.,sonstige,auto
Büroschreiber,sonstige,auto
Bürosekr.,sonstige,auto
Bürovorsteher,verwaltung,auto
Bürovorsteher a. D.,verwaltung,auto
Bürovorsteher i. R.,verwaltung,auto
Bürowärt.,sonstige,auto
Bürstenfabrikation,sonstige,auto
Bürstenfabrk.,sonstige,auto
Bürstenm.,sonstige,auto
Bürstenmach.,sonstige,auto
Bürstenmacher,sonstige,auto
Bürstenwr.,sonstige,auto
"C., Buch- u. Kunsthdlg.",sonstige,auto
Cafe-Rest.,sonstige,auto
Café,sonstige,auto
Cand. Math.,sonstige,auto
Caritasdirektor,bildung,auto
Caritassekr.,sonstige,auto
Casinoverwalt.,sonstige,auto
Castw.,sonstige,auto
Cellist,sonstige,auto
Cementeur,sonstige,auto
"Charl., Maler",industrie,auto
Chef-Arzt,akademisch,auto
Chefarzt,sonstige,auto
Chefarzt d. Chirurg. u. Gynäkologischen Abteilung d. kath. Krankenhauses Werden,sonstige,auto
Chefarzt d. städtischer Nervenklinik,sonstige,auto
Chefarzt der chirurg. Abteilung des Elisabethkrankenhauses,sonstige,auto
Chefarzt der chirurgischen Abteilung der städtischen Krankenanstalten,sonstige,auto
Chefarzt der städtischer Hautklinik,sonstige,auto
"Chefarzt, Lungen-Heilstätte",sonstige,auto
Chefchemiker,akademisch,auto
Chefdekorateur,industrie,auto
Chefredakteur,sonstige,auto
Chemiearb.,sonstige,auto
Chemiegraph,sonstige,auto
Chemigraph,sonstige,auto
Chemik.,sonstige,auto
Chemiker,akademisch,auto
Chemiker Abtlgsleiter,akademisch,auto
Chemiker Ingenieur,akademisch,auto
Chemiker Laboratorium,akademisch,auto
Chemiker Produkte,akademisch,auto
Chemiker Techniker,akademisch,auto
Chemiker technischer Laboratorium,akademisch,auto
"Chemiker, Fabrikdirektor",akademisch,auto
Chemikerin,akademisch,auto
Chemo-Techn.,sonstige,auto
Chemotechniker,industrie,auto
Chirurg u. Frauenarzt,sonstige,auto
Chordirigent,sonstige,auto
Chorleiter,sonstige,auto
Chormstr.,sonstige,auto
Chorsänger,bildung,auto
Chorsängerin,bildung,auto
"Clem., Bergmann",bergbau,auto
"Clemens, Inhaber",handel,auto
Contre-Admiral a. D.,sonstige,auto
Curtiusstr,sonstige,auto
Dachbedeckgsgesch.,sonstige,auto
Dachbedeckung,sonstige,auto
Dachbedeckungsgesch.,sonstige,auto
Dachbedeckungsgeschäft,sonstige,auto
Dachdecker,industrie,auto
Dachdeckergeh.,industrie,auto
Dachdeckergesch.,industrie,auto
Dachdeckergeschäft,industrie,auto
Dachdeckermeister,industrie,auto
Dachdeckermeister a. D.,industrie,auto
"Dachdeckermeister, Bedachungsgeschäft und Bauklempnerei",industrie,auto
"Dachdeckermeister, Gegr. 1909",industrie,auto
Dachdeckermst.,industrie,auto
Dachdeckgsgesch.,sonstige,auto
Dachdeckungsgesch.,sonstige,auto
Dachdeckungsgeschäft,sonstige,auto
Daf.-Walter,sonstige,auto
Damen- u. Herren-Friseurgesch.,sonstige,auto
"Damen- u. Herrenfriseur, Parfümerie, Haarzopf",sonstige,auto
Damen- und Herrenfriseur,sonstige,auto
Damen-Maß-Salon,sonstige,auto
Damen-Salon,sonstige,auto
Damenfriseur,sonstige,auto
Damenfriseurmstr.,sonstige,auto
Damenfrisiersalon,sonstige,auto
Damenhüte,sonstige,auto
Damenkleidung,sonstige,auto
Damenkonfektion,sonstige,auto
Damenkonfektion en gros,sonstige,auto
Damenmoden,sonstige,auto
Damenmodenwerkst.,sonstige,auto
Damenputz,sonstige,auto
Damenputzgesch.,sonstige,auto
Damensalon,sonstige,auto
Damenschnedierei,sonstige,auto
Damenschneider,industrie,auto
Damenschneiderei,industrie,auto
Damenschneiderie,industrie,auto
Damenschneiderin,industrie,auto
Damenschneidermstr.,industrie,auto
Damenschneidermstr. a. D.,industrie,auto
Dammannstr,sonstige,auto
Dampf-Vulkanisieranstalt,sonstige,auto
Dampfbackofenbauer,sonstige,auto
Dampfbäckerei,gastro,auto
Dampfkesselreinig.,sonstige,auto
Dampfkesselreiniger,sonstige,auto
Dampfwalzenführ.,sonstige,auto
Dampfwaschanst.,sonstige,auto
Dampfziegelei,sonstige,auto
"Dechant, Pfarrer an St. Ludgerus",bildung,auto
"Dechant, Pfarrer von St. Gertrud",bildung,auto
Dechsler,sonstige,auto
Deckenarb.,sonstige,auto
Deckenbau,sonstige,auto
Deckenmach.,sonstige,auto
Dek. Maler,industrie,auto
Dekateur,sonstige,auto
Dekor. Maler,industrie,auto
Dekorat.,sonstige,auto
Dekorat. Maler,industrie,auto
Dekorat.-Geschäft,sonstige,auto
Dekorateur,industrie,auto
Dekorationsart.,sonstige,auto
Dekorationschef,sonstige,auto
Dekorationsgeh.,sonstige,auto
Dekorationsgesch.,sonstige,auto
Dekorationsmal.,sonstige,auto
Dekorationsmaler,sonstige,auto
Dekorationsmalermstr.,sonstige,auto
Dekorationsmstr.,sonstige,auto
"Deneke, Kaufmann",handel,auto
Dent.,sonstige,auto
Dentist,sonstige,auto
"Dentist, Siemensstr. 33",sonstige,auto
"Dentist, staatlich geprüft",sonstige,auto
Dentistin,sonstige,auto
"Dentistin, staatlich geprüfter",sonstige,auto
Desinfekt.,sonstige,auto
Desinfektor,sonstige,auto
Dessinateuer,sonstige,auto
Dessinateur,sonstige,auto
Destillateur,sonstige,auto
Destillation,sonstige,auto
Destillerie,sonstige,auto
Destilliermstr.,sonstige,auto
Deutschlandhaus,sonstige,auto
Devotionalienhdlg.,sonstige,auto
Diakon,bildung,auto
Diakonisse,sozial,auto
Diakonissin,sonstige,auto
Dichter,sonstige,auto
Diener,industrie,auto
Dienstm.,sonstige,auto
Dienstmann,sonstige,auto
"Dip. Ingenieur, Ober Ingenieur",akademisch,auto
"Dipl, Kaufmann",handel,auto
Dipl.- Ingenieur,akademisch,auto
Dipl.-Ingen.,sonstige,auto
Dipl.-Ingenieur,akademisch,auto
Dipl.-Kolon.-Wirt,gastro,auto
Dipl.-Volksw.,sonstige,auto
Dipl.-Volkswirt,sonstige,auto
Diplom Arch.,akademisch,auto
Diplom Architekt,akademisch,auto
Diplom Berging.,akademisch,auto
Diplom Bergingenieur,bergbau,auto
Diplom Forst- u. Landwirt,haushalt,auto
Diplom Gartenbauinspektorin,akademisch,auto
Diplom Gartenbauoberinspekt.,akademisch,auto
Diplom Garteninspekt.,akademisch,auto
Diplom Gesanglehr.,akademisch,auto
Diplom Gymnastiklehr.,akademisch,auto
Diplom Gymnastiklehrerin,akademisch,auto
Diplom Handelsl.,akademisch,auto
Diplom Handelslehrer,akademisch,auto
Diplom Handelslehrerin,akademisch,auto
Diplom Handelslehrerin i. R.,akademisch,auto
Diplom Handelsoberlehr.,akademisch,auto
Diplom Handelsschullehr.,akademisch,auto
Diplom Hdl.,akademisch,auto
"Diplom Hdl., stellv. Direktor",akademisch,auto
